country,party,party_family,year,environment_climate_mean,healthcare_mean,climate_health_mean,n_total,low_data
Croatia,Social Democratic Party of Croatia,Social Democracy,2016.0,0.0,0.06748466257668712,0.0,163,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2017.0,0.006060606060606061,0.01818181818181818,0.0,165,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2018.0,0.019230769230769232,0.028846153846153848,0.0,312,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2019.0,0.029411764705882353,0.04201680672268908,0.0,238,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2020.0,0.018518518518518517,0.11728395061728394,0.0,486,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2021.0,0.023291925465838508,0.10248447204968944,0.0,644,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2022.0,0.017082785808147174,0.05519053876478318,0.0,761,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2023.0,0.026047565118912798,0.06795016987542468,0.0,883,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2024.0,0.022764227642276424,0.03902439024390244,0.0,615,False
Croatia,Social Democratic Party of Croatia,Social Democracy,2025.0,0.002890173410404624,0.03468208092485549,0.0,346,False
Croatia,We Can! -- Political Platform,Green,2019.0,0.10714285714285714,0.03571428571428571,0.0,28,True
Croatia,We Can! -- Political Platform,Green,2020.0,0.02824858757062147,0.01694915254237288,0.0,177,False
Croatia,We Can! -- Political Platform,Green,2021.0,0.06060606060606061,0.0,0.0,33,True
Croatia,We Can! -- Political Platform,Green,2022.0,0.05263157894736842,0.05263157894736842,0.0,19,True
Croatia,We Can! -- Political Platform,Green,2023.0,0.0,0.043478260869565216,0.0,46,False
Croatia,We Can! -- Political Platform,Green,2024.0,0.06837606837606838,0.08547008547008547,0.0,117,False
Croatia,We Can! -- Political Platform,Green,2025.0,0.08,0.0,0.0,50,False
Cyprus,Democratic Party,Conservative,2017.0,0.0,0.059322033898305086,0.0,118,False
Cyprus,Democratic Party,Conservative,2018.0,0.0030120481927710845,0.0391566265060241,0.0,332,False
Cyprus,Democratic Party,Conservative,2019.0,0.009324009324009324,0.04895104895104895,0.0,429,False
Cyprus,Democratic Party,Conservative,2020.0,0.009140767824497258,0.0712979890310786,0.0,547,False
Cyprus,Democratic Party,Conservative,2021.0,0.0035971223021582736,0.07194244604316546,0.0,556,False
Cyprus,Democratic Party,Conservative,2022.0,0.0024630541871921183,0.054187192118226604,0.0,406,False
Cyprus,Democratic Party,Conservative,2023.0,0.012048192771084338,0.05783132530120482,0.0,415,False
Cyprus,Democratic Party,Conservative,2024.0,0.011019283746556474,0.07713498622589532,0.0,363,False
Cyprus,Democratic Party,Conservative,2025.0,0.01256281407035176,0.04773869346733668,0.0,398,False
Cyprus,Democratic Rally,Conservative,2011.0,0.0,0.0,0.0,1,True
Cyprus,Democratic Rally,Conservative,2020.0,0.006872852233676976,0.05154639175257732,0.0,582,False
Cyprus,Democratic Rally,Conservative,2021.0,0.022492970946579195,0.07497656982193064,0.0,1067,False
Cyprus,Democratic Rally,Conservative,2022.0,0.01694915254237288,0.06258148631029987,0.0,767,False
Cyprus,Democratic Rally,Conservative,2023.0,0.0,0.03505154639175258,0.0,485,False
Cyprus,Democratic Rally,Conservative,2024.0,0.0,0.0,0.0,1,True
Cyprus,Movement for Social Democracy EDEK,Social Democracy,2021.0,0.0,0.06837606837606838,0.0,117,False
Cyprus,Movement for Social Democracy EDEK,Social Democracy,2022.0,0.017482517482517484,0.06643356643356643,0.0,286,False
Cyprus,Movement for Social Democracy EDEK,Social Democracy,2023.0,0.013559322033898305,0.04406779661016949,0.0,295,False
Cyprus,Movement for Social Democracy EDEK,Social Democracy,2024.0,0.0,0.03070175438596491,0.0,228,False
Cyprus,Movement for Social Democracy EDEK,Social Democracy,2025.0,0.0,0.06637168141592921,0.0,226,False
Cyprus,National Popular Front,Radical Right-Wing,2017.0,0.006622516556291391,0.009933774834437087,0.0,302,False
Cyprus,National Popular Front,Radical Right-Wing,2018.0,0.0,0.03189493433395872,0.0,533,False
Cyprus,National Popular Front,Radical Right-Wing,2019.0,0.010588235294117647,0.01647058823529412,0.0,850,False
Cyprus,National Popular Front,Radical Right-Wing,2020.0,0.006644518272425249,0.036544850498338874,0.0,903,False
Cyprus,National Popular Front,Radical Right-Wing,2021.0,0.001145475372279496,0.05956471935853379,0.0,873,False
Cyprus,National Popular Front,Radical Right-Wing,2022.0,0.00702576112412178,0.01756440281030445,0.0,854,False
Cyprus,National Popular Front,Radical Right-Wing,2023.0,0.00315955766192733,0.023696682464454975,0.0,633,False
Cyprus,National Popular Front,Radical Right-Wing,2024.0,0.0,0.022757697456492636,0.0,747,False
Cyprus,National Popular Front,Radical Right-Wing,2025.0,0.0,0.013793103448275862,0.0,145,False
Cyprus,Progressive Party of Working People,Communist/Socialist,2021.0,0.039627039627039624,0.06060606060606061,0.0,429,False
Cyprus,Progressive Party of Working People,Communist/Socialist,2022.0,0.02880658436213992,0.05212620027434842,0.0,729,False
Cyprus,Progressive Party of Working People,Communist/Socialist,2023.0,0.030508474576271188,0.05593220338983051,0.0,590,False
Cyprus,Progressive Party of Working People,Communist/Socialist,2024.0,0.022556390977443608,0.05075187969924812,0.0,532,False
Cyprus,Progressive Party of Working People,Communist/Socialist,2025.0,0.033444816053511704,0.026755852842809364,0.0,598,False
Czech Republic,Action of Dissatisfied Citizens 2011,Liberal,2021.0,0.25,0.0,0.0,8,True
Czech Republic,Action of Dissatisfied Citizens 2011,Liberal,2022.0,0.0,0.0,0.0,2,True
Czech Republic,Action of Dissatisfied Citizens 2011,Liberal,2023.0,0.0,0.0,0.0,5,True
Czech Republic,Action of Dissatisfied Citizens 2011,Liberal,2024.0,0.0,0.0,0.0,3,True
Czech Republic,Action of Dissatisfied Citizens 2011,Liberal,2025.0,0.01824817518248175,0.0018248175182481751,0.0,548,False
Czech Republic,Civic Democratic Party,Conservative,2017.0,0.0,0.0547945205479452,0.0,146,False
Czech Republic,Civic Democratic Party,Conservative,2018.0,0.013157894736842105,0.013157894736842105,0.0,228,False
Czech Republic,Civic Democratic Party,Conservative,2019.0,0.009523809523809525,0.012698412698412698,0.0,315,False
Czech Republic,Civic Democratic Party,Conservative,2020.0,0.027906976744186046,0.08604651162790698,0.0,430,False
Czech Republic,Civic Democratic Party,Conservative,2021.0,0.030726256983240222,0.15083798882681565,0.0,358,False
Czech Republic,Civic Democratic Party,Conservative,2022.0,0.007751937984496124,0.023255813953488372,0.0,258,False
Czech Republic,Civic Democratic Party,Conservative,2023.0,0.042105263157894736,0.02631578947368421,0.0,380,False
Czech Republic,Civic Democratic Party,Conservative,2024.0,0.016587677725118485,0.026066350710900472,0.0,422,False
Czech Republic,Civic Democratic Party,Conservative,2025.0,0.03636363636363636,0.02077922077922078,0.0,385,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2020.0,0.010101010101010102,0.015151515151515152,0.0,594,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2021.0,0.009900990099009901,0.05693069306930693,0.0,404,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2022.0,0.0,0.030303030303030304,0.0,165,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2023.0,0.02,0.02,0.0,100,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2024.0,0.03296703296703297,0.0,0.0,91,False
Czech Republic,Freedom and Direct Democracy,Radical Right-Wing,2025.0,0.02782608695652174,0.006956521739130435,0.0,575,False
Czech Republic,KDU-ČSL - Christian and Democratic Union & Czechoslovak People's Party,Christian Democracy,2024.0,0.1218026796589525,0.028014616321559074,0.0,821,False
Czech Republic,KDU-ČSL - Christian and Democratic Union & Czechoslovak People's Party,Christian Democracy,2025.0,0.1313364055299539,0.02304147465437788,0.0,434,False
Czech Republic,Mayors and Independents,Liberal,2015.0,0.034482758620689655,0.017241379310344827,0.0,58,False
Czech Republic,Mayors and Independents,Liberal,2016.0,0.01282051282051282,0.0,0.0,78,False
Czech Republic,Mayors and Independents,Liberal,2017.0,0.012048192771084338,0.03614457831325301,0.0,83,False
Czech Republic,Mayors and Independents,Liberal,2018.0,0.0196078431372549,0.00980392156862745,0.0,102,False
Czech Republic,Mayors and Independents,Liberal,2019.0,0.056,0.0,0.0,125,False
Czech Republic,Mayors and Independents,Liberal,2020.0,0.03164556962025317,0.10126582278481013,0.0,158,False
Czech Republic,Mayors and Independents,Liberal,2021.0,0.006097560975609756,0.1524390243902439,0.0,164,False
Czech Republic,Mayors and Independents,Liberal,2022.0,0.011111111111111112,0.044444444444444446,0.0,90,False
Czech Republic,Mayors and Independents,Liberal,2023.0,0.0,0.015151515151515152,0.0,66,False
Czech Republic,Mayors and Independents,Liberal,2024.0,0.0,0.015384615384615385,0.0,65,False
Czech Republic,Mayors and Independents,Liberal,2025.0,0.0,0.0,0.0,11,True
Denmark,A (Å),Green,2013.0,1.0,0.0,0.0,1,True
Denmark,A (Å),Green,2014.0,0.07692307692307693,0.0,0.0,13,True
Denmark,A (Å),Green,2015.0,0.23170731707317074,0.07317073170731707,0.0,82,False
Denmark,A (Å),Green,2016.0,0.18518518518518517,0.0,0.0,54,False
Denmark,A (Å),Green,2017.0,0.18181818181818182,0.0,0.0,33,True
Denmark,A (Å),Green,2018.0,0.0,0.0,0.0,7,True
Denmark,A (Å),Green,2019.0,0.3,0.06666666666666667,0.0,30,True
Denmark,A (Å),Green,2020.0,0.2692307692307692,0.038461538461538464,0.0,26,True
Denmark,A (Å),Green,2021.0,0.0,0.16666666666666666,0.0,6,True
Denmark,A (Å),Green,2022.0,0.09090909090909091,0.09090909090909091,0.0,11,True
Denmark,DF (O),Radical Right-Wing,2010.0,0.0,0.0,0.0,47,False
Denmark,DF (O),Radical Right-Wing,2011.0,0.0,0.04,0.0,50,False
Denmark,DF (O),Radical Right-Wing,2012.0,0.0,0.0,0.0,59,False
Denmark,DF (O),Radical Right-Wing,2013.0,0.02,0.0,0.0,50,False
Denmark,DF (O),Radical Right-Wing,2014.0,0.017857142857142856,0.05357142857142857,0.0,56,False
Denmark,DF (O),Radical Right-Wing,2015.0,0.0,0.05660377358490566,0.0,53,False
Denmark,DF (O),Radical Right-Wing,2016.0,0.0,0.0,0.0,57,False
Denmark,DF (O),Radical Right-Wing,2017.0,0.0,0.036585365853658534,0.0,82,False
Denmark,DF (O),Radical Right-Wing,2018.0,0.0,0.043478260869565216,0.0,69,False
Denmark,DF (O),Radical Right-Wing,2019.0,0.058823529411764705,0.0392156862745098,0.0,51,False
Denmark,DF (O),Radical Right-Wing,2020.0,0.015873015873015872,0.07936507936507936,0.0,63,False
Denmark,DF (O),Radical Right-Wing,2021.0,0.0,0.06896551724137931,0.0,29,True
Denmark,DF (O),Radical Right-Wing,2022.0,0.0,0.0,0.0,15,True
Denmark,DF (O),Radical Right-Wing,2023.0,0.0,0.0,0.0,28,True
Denmark,DF (O),Radical Right-Wing,2024.0,0.0,0.0,0.0,1,True
Denmark,DF (O),Radical Right-Wing,2025.0,0.0,0.0,0.0,12,True
Denmark,Liberal Party,Liberal,2014.0,0.0,0.1111111111111111,0.0,27,True
Denmark,Liberal Party,Liberal,2015.0,0.013888888888888888,0.041666666666666664,0.0,72,False
Denmark,Liberal Party,Liberal,2016.0,0.0,0.07407407407407407,0.0,27,True
Denmark,Liberal Party,Liberal,2017.0,0.0,0.0,0.0,31,True
Denmark,Liberal Party,Liberal,2019.0,0.034482758620689655,0.06896551724137931,0.0,29,True
Denmark,Liberal Party,Liberal,2020.0,0.05917159763313609,0.1301775147928994,0.0,169,False
Denmark,Liberal Party,Liberal,2021.0,0.038834951456310676,0.0970873786407767,0.0,103,False
Denmark,Liberal Party,Liberal,2022.0,0.08791208791208792,0.08791208791208792,0.0,91,False
Denmark,Liberal Party,Liberal,2023.0,0.027777777777777776,0.046296296296296294,0.0,108,False
Denmark,Liberal Party,Liberal,2024.0,0.06593406593406594,0.08791208791208792,0.0,91,False
Denmark,Liberal Party,Liberal,2025.0,0.03225806451612903,0.10752688172043011,0.0,93,False
Denmark,NY-Liberal Alliance,Liberal,2019.0,0.25,0.0,0.0,4,True
Denmark,NY-Liberal Alliance,Liberal,2020.0,0.0,0.07142857142857142,0.0,42,False
Denmark,NY-Liberal Alliance,Liberal,2021.0,0.03225806451612903,0.03225806451612903,0.0,62,False
Denmark,NY-Liberal Alliance,Liberal,2022.0,0.021052631578947368,0.021052631578947368,0.0,95,False
Denmark,NY-Liberal Alliance,Liberal,2023.0,0.0,0.0,0.0,12,True
Denmark,NY-Liberal Alliance,Liberal,2024.0,0.06666666666666667,0.0,0.0,15,True
Denmark,NY-Liberal Alliance,Liberal,2025.0,0.0,0.0,0.0,7,True
Denmark,RG (Ø),Communist/Socialist,2010.0,0.06,0.12,0.0,100,False
Denmark,RG (Ø),Communist/Socialist,2011.0,0.0,0.1,0.0,20,True
