party_family,year,environment_climate_issue1_sum,environment_climate_issue1_mean,healthcare_issue1_sum,healthcare_issue1_mean,climate_health_sum,climate_health_mean
Liberal,2010.0,50,0.022988505747126436,95,0.04367816091954023,0,0.0
Liberal,2011.0,73,0.03367158671586716,101,0.04658671586715867,0,0.0
Liberal,2012.0,69,0.03279467680608365,100,0.04752851711026616,0,0.0
Liberal,2013.0,52,0.022222222222222223,101,0.04316239316239316,0,0.0
Liberal,2014.0,82,0.018768596932936598,149,0.0341039139391165,0,0.0
Liberal,2015.0,102,0.019502868068833654,161,0.03078393881453155,0,0.0
Liberal,2016.0,62,0.016091357383856735,112,0.02906825849987023,0,0.0
Liberal,2017.0,84,0.01957585644371941,166,0.03868562106735027,1,0.00023304591004427873
Liberal,2018.0,149,0.03154106689246401,185,0.03916172734970364,0,0.0
Liberal,2019.0,235,0.06429548563611491,133,0.036388508891928864,0,0.0
Liberal,2020.0,123,0.03500284575981787,385,0.10956175298804781,1,0.0002845759817871372
Liberal,2021.0,114,0.04838709677419355,345,0.1464346349745331,0,0.0
Liberal,2022.0,76,0.03307223672758921,86,0.03742384682332463,0,0.0
Liberal,2023.0,80,0.06700167504187604,48,0.04020100502512563,0,0.0
Liberal,2024.0,87,0.04273084479371316,85,0.04174852652259332,0,0.0
Liberal,2025.0,94,0.037554934079105075,75,0.02996404314822213,0,0.0
No Family,2021.0,20,0.12578616352201258,10,0.06289308176100629,0,0.0
No Family,2022.0,11,0.0763888888888889,4,0.027777777777777776,0,0.0
No Family,2023.0,14,0.15555555555555556,0,0.0,0,0.0
No Family,2024.0,10,0.06578947368421052,8,0.05263157894736842,0,0.0
No Family,2025.0,23,0.12637362637362637,13,0.07142857142857142,0,0.0
Radical Right-Wing,2010.0,112,0.018586126783936275,359,0.0595751742449386,3,0.0004978426817125788
Radical Right-Wing,2011.0,73,0.014441147378832838,269,0.05321463897131553,2,0.0003956478733926805
Radical Right-Wing,2012.0,56,0.011444921316165951,179,0.036582873492744736,0,0.0
Radical Right-Wing,2013.0,69,0.01288996824210723,158,0.02951615916308612,0,0.0
Radical Right-Wing,2014.0,46,0.009950248756218905,164,0.035474799913476095,0,0.0
Radical Right-Wing,2015.0,69,0.012709522932400073,151,0.027813593663658133,0,0.0
Radical Right-Wing,2016.0,61,0.011436070491188602,181,0.03393325834270716,0,0.0
Radical Right-Wing,2017.0,79,0.015283420390791256,169,0.03269491197523699,0,0.0
Radical Right-Wing,2018.0,202,0.02916546347097892,164,0.023678891134854173,0,0.0
Radical Right-Wing,2019.0,189,0.036374133949191687,125,0.02405696689761355,0,0.0
Radical Right-Wing,2020.0,173,0.02303901984285524,677,0.09015847649487282,0,0.0
Radical Right-Wing,2021.0,229,0.027680406140456908,810,0.09790886014746766,1,0.00012087513598452798
Radical Right-Wing,2022.0,264,0.03696961209914578,404,0.05657470942445036,2,0.0002800728189329226
Radical Right-Wing,2023.0,91,0.027393136664659843,102,0.030704394942805538,0,0.0
Radical Right-Wing,2024.0,94,0.020991514068780706,176,0.03930326038410004,0,0.0
Radical Right-Wing,2025.0,104,0.02760817626758694,93,0.024688080700822936,0,0.0
Social Democracy,2010.0,258,0.03343701399688958,410,0.05313634007257646,1,0.00012960082944530845
Social Democracy,2011.0,188,0.02614015572858732,333,0.04630144605116796,2,0.00027808676307007786
Social Democracy,2012.0,205,0.022912708170336426,460,0.05141388174807198,1,0.00011176930814798256
Social Democracy,2013.0,191,0.0212198644595045,485,0.053882901899788914,2,0.00022219753360737697
Social Democracy,2014.0,201,0.02020303548095286,603,0.06060910644285858,2,0.0002010252286661976
Social Democracy,2015.0,187,0.022381807301017353,496,0.05936564931178935,0,0.0
Social Democracy,2016.0,130,0.019551812302601897,385,0.05790344412693638,1,0.00015039855617386073
Social Democracy,2017.0,202,0.023801107576293154,522,0.061505832449628844,0,0.0
Social Democracy,2018.0,284,0.02721609966459032,672,0.06439865836128414,5,0.0004791566842357451
Social Democracy,2019.0,509,0.04470402248375198,715,0.06279641665202881,1,8.782715615668365e-05
Social Democracy,2020.0,418,0.032047841754197656,1808,0.138618416008587,1,7.666947788085564e-05
Social Democracy,2021.0,475,0.04204656103390281,1516,0.1341949190050456,7,0.0006196335310259361
Social Democracy,2022.0,334,0.02946885477324863,553,0.048791247573672133,0,0.0
Social Democracy,2023.0,269,0.030820348304307976,430,0.049266727772685606,0,0.0
Social Democracy,2024.0,206,0.0244162617043973,476,0.056418158113073366,0,0.0
Social Democracy,2025.0,262,0.02988138686131387,415,0.04733120437956204,1,0.00011405109489051095
Special Issue,2010.0,65,0.2138157894736842,1,0.003289473684210526,0,0.0
Special Issue,2011.0,53,0.16158536585365854,14,0.042682926829268296,0,0.0
Special Issue,2012.0,70,0.24561403508771928,21,0.07368421052631578,0,0.0
Special Issue,2013.0,57,0.13970588235294118,26,0.06372549019607843,1,0.0024509803921568627
Special Issue,2014.0,57,0.11491935483870967,19,0.038306451612903226,0,0.0
Special Issue,2015.0,61,0.10338983050847457,62,0.10508474576271186,0,0.0
Special Issue,2016.0,38,0.06810035842293907,35,0.06272401433691756,0,0.0
Special Issue,2017.0,35,0.0661625708884688,30,0.05671077504725898,0,0.0
Special Issue,2018.0,41,0.164,12,0.048,0,0.0
Special Issue,2019.0,12,0.04979253112033195,10,0.04149377593360996,1,0.004149377593360996
Special Issue,2020.0,11,0.026442307692307692,126,0.30288461538461536,1,0.002403846153846154
Special Issue,2021.0,53,0.09044368600682594,69,0.11774744027303755,0,0.0
Special Issue,2022.0,16,0.03382663847780127,26,0.05496828752642706,0,0.0
Special Issue,2023.0,6,0.02702702702702703,16,0.07207207207207207,0,0.0
Special Issue,2024.0,2,0.00881057268722467,20,0.0881057268722467,0,0.0
Special Issue,2025.0,2,0.01098901098901099,13,0.07142857142857142,0,0.0
