country,year,environment_climate_issue1_sum,environment_climate_issue1_mean,healthcare_issue1_sum,healthcare_issue1_mean,climate_health_sum,climate_health_mean
Portugal,2022.0,12,0.013498312710911136,52,0.05849268841394826,4,0.0044994375703037125
Portugal,2023.0,13,0.01600985221674877,48,0.059113300492610835,6,0.007389162561576354
Portugal,2024.0,2,0.003189792663476874,35,0.05582137161084529,4,0.006379585326953748
Romania,2011.0,8,0.25806451612903225,1,0.03225806451612903,0,0.0
Romania,2012.0,14,0.08588957055214724,0,0.0,1,0.006134969325153374
Romania,2013.0,5,0.018050541516245487,13,0.04693140794223827,5,0.018050541516245487
Romania,2014.0,8,0.02185792349726776,3,0.00819672131147541,2,0.00546448087431694
Romania,2015.0,10,0.0364963503649635,4,0.014598540145985401,0,0.0
Romania,2016.0,14,0.035,7,0.0175,0,0.0
Romania,2017.0,10,0.02702702702702703,7,0.01891891891891892,1,0.002702702702702703
Romania,2018.0,1,0.0047169811320754715,9,0.04245283018867924,1,0.0047169811320754715
Romania,2019.0,0,0.0,1,0.006896551724137931,0,0.0
Romania,2020.0,7,0.029411764705882353,32,0.13445378151260504,5,0.02100840336134454
Romania,2021.0,8,0.025477707006369428,49,0.15605095541401273,10,0.03184713375796178
Romania,2022.0,12,0.03015075376884422,11,0.02763819095477387,1,0.002512562814070352
Romania,2023.0,7,0.023178807947019868,21,0.0695364238410596,5,0.016556291390728478
Romania,2024.0,15,0.02819548872180451,15,0.02819548872180451,7,0.013157894736842105
Slovakia,2016.0,0,0.0,0,0.0,0,0.0
Slovakia,2017.0,1,0.006134969325153374,3,0.018404907975460124,0,0.0
Slovakia,2018.0,1,0.003875968992248062,5,0.01937984496124031,0,0.0
Slovakia,2019.0,0,0.0,4,0.018867924528301886,0,0.0
Slovakia,2020.0,3,0.03225806451612903,15,0.16129032258064516,3,0.03225806451612903
Slovakia,2021.0,3,0.014018691588785047,74,0.34579439252336447,8,0.037383177570093455
Slovakia,2022.0,1,0.01282051282051282,4,0.05128205128205128,0,0.0
Slovakia,2023.0,18,0.03225806451612903,14,0.025089605734767026,4,0.007168458781362007
Slovakia,2024.0,36,0.033426183844011144,30,0.027855153203342618,15,0.013927576601671309
Slovenia,2014.0,1,0.011363636363636364,0,0.0,0,0.0
Slovenia,2015.0,4,0.015873015873015872,4,0.015873015873015872,1,0.003968253968253968
Slovenia,2016.0,17,0.06028368794326241,13,0.04609929078014184,5,0.01773049645390071
Slovenia,2017.0,12,0.06382978723404255,8,0.0425531914893617,0,0.0
Slovenia,2018.0,11,0.01131687242798354,28,0.02880658436213992,8,0.00823045267489712
Slovenia,2019.0,48,0.03088803088803089,123,0.07915057915057915,24,0.015444015444015444
Slovenia,2020.0,36,0.026785714285714284,225,0.16741071428571427,24,0.017857142857142856
Slovenia,2021.0,38,0.03518518518518519,120,0.1111111111111111,25,0.023148148148148147
Slovenia,2022.0,23,0.017371601208459216,93,0.0702416918429003,35,0.026435045317220542
Slovenia,2023.0,48,0.03274215552523874,163,0.11118690313778991,68,0.04638472032742155
Slovenia,2024.0,33,0.028085106382978724,83,0.07063829787234042,31,0.026382978723404255
Spain,2010.0,43,0.012424154868535105,52,0.015024559375902918,5,0.001444669170759896
Spain,2011.0,23,0.007588254701418674,94,0.031012867040580667,18,0.0059386341141537445
Spain,2012.0,35,0.012165450121654502,141,0.049009384775808136,27,0.009384775808133473
Spain,2013.0,46,0.012903225806451613,176,0.04936886395511921,45,0.012622720897615708
Spain,2014.0,54,0.015697674418604653,137,0.039825581395348836,39,0.011337209302325582
Spain,2015.0,56,0.01564245810055866,119,0.03324022346368715,30,0.008379888268156424
Spain,2016.0,18,0.00741962077493817,47,0.019373454245671887,8,0.0032976092333058533
Spain,2017.0,36,0.013211009174311927,61,0.02238532110091743,14,0.005137614678899082
Spain,2018.0,21,0.008064516129032258,34,0.013056835637480798,6,0.002304147465437788
Spain,2019.0,15,0.008807985907222548,12,0.007046388725778039,4,0.002348796241926013
Spain,2020.0,22,0.009523809523809525,362,0.15670995670995672,72,0.03116883116883117
Spain,2021.0,28,0.01549529607083564,149,0.08245711123408965,17,0.009407858328721638
Spain,2022.0,44,0.013801756587202008,81,0.025407779171894605,11,0.003450439146800502
Spain,2023.0,10,0.008064516129032258,23,0.018548387096774192,7,0.00564516129032258
Spain,2024.0,50,0.01786352268667381,83,0.02965344765987853,12,0.004287245444801715
Sweden,2010.0,48,0.08205128205128205,13,0.022222222222222223,4,0.006837606837606838
Sweden,2011.0,49,0.11085972850678733,6,0.013574660633484163,0,0.0
Sweden,2012.0,44,0.10091743119266056,10,0.022935779816513763,1,0.0022935779816513763
Sweden,2013.0,46,0.05874840357598978,21,0.02681992337164751,3,0.0038314176245210726
Sweden,2014.0,100,0.07587253414264036,22,0.01669195751138088,7,0.005311077389984826
Sweden,2015.0,65,0.04262295081967213,36,0.02360655737704918,11,0.007213114754098361
Sweden,2016.0,87,0.054104477611940295,22,0.013681592039800995,6,0.0037313432835820895
Sweden,2017.0,102,0.05964912280701754,94,0.05497076023391813,11,0.006432748538011696
Sweden,2018.0,80,0.048573163327261686,126,0.07650273224043716,13,0.007893139040680024
Sweden,2019.0,88,0.08193668528864059,60,0.055865921787709494,9,0.008379888268156424
Sweden,2020.0,48,0.04020100502512563,184,0.1541038525963149,15,0.01256281407035176
Sweden,2021.0,105,0.10802469135802469,68,0.06995884773662552,8,0.00823045267489712
Sweden,2022.0,73,0.07549120992761117,30,0.031023784901758014,5,0.005170630816959669
Sweden,2023.0,18,0.05454545454545454,9,0.02727272727272727,4,0.012121212121212121
Sweden,2024.0,13,0.049429657794676805,16,0.060836501901140684,8,0.030418250950570342
Switzerland,2010.0,24,0.060759493670886074,5,0.012658227848101266,0,0.0
Switzerland,2011.0,15,0.033632286995515695,9,0.020179372197309416,3,0.006726457399103139
Switzerland,2012.0,11,0.019642857142857142,26,0.04642857142857143,2,0.0035714285714285713
Switzerland,2013.0,15,0.028680688336520075,37,0.07074569789674952,4,0.0076481835564053535
Switzerland,2014.0,28,0.045307443365695796,32,0.05177993527508091,1,0.0016181229773462784
Switzerland,2015.0,41,0.0656,20,0.032,2,0.0032
Switzerland,2016.0,20,0.040160642570281124,16,0.0321285140562249,1,0.002008032128514056
Switzerland,2017.0,14,0.035443037974683546,9,0.02278481012658228,0,0.0
Switzerland,2018.0,18,0.03805496828752643,19,0.040169133192389,1,0.0021141649048625794
Switzerland,2019.0,48,0.11320754716981132,26,0.06132075471698113,2,0.0047169811320754715
Switzerland,2020.0,29,0.06415929203539823,56,0.12389380530973451,5,0.011061946902654867
Switzerland,2021.0,36,0.07741935483870968,98,0.210752688172043,6,0.012903225806451613
Switzerland,2022.0,17,0.03837471783295711,38,0.08577878103837472,0,0.0
Switzerland,2023.0,28,0.0691358024691358,28,0.0691358024691358,5,0.012345679012345678
Switzerland,2024.0,28,0.07161125319693094,19,0.04859335038363171,5,0.01278772378516624
UK,2010.0,42,0.03008595988538682,57,0.04083094555873926,2,0.0014326647564469914
UK,2011.0,57,0.041788856304985335,77,0.056451612903225805,1,0.0007331378299120235
